,StateAbbr,StateDesc,CityName,Latitude,Longitude
413,CA,California,Citrus Heights,38.7183737858,-121.30447336
414,CA,California,Costa Mesa,33.6478884585,-117.941596963
415,CA,California,Baldwin Park,34.0707595224,-117.985022733
416,CA,California,Lake Forest,33.6634128948,-117.670683341
417,CA,California,Fremont,37.5483242217,-121.949832226
418,CA,California,Oakland,37.7880813947,-122.216986645
419,CA,California,Hesperia,34.3973476773,-117.314392219
420,CA,California,Napa,38.3151495387,-122.316432008
421,CA,California,Mission Viejo,33.5520549117,-117.665312944
422,CA,California,Victorville,34.5154793079,-117.335899616
423,CA,California,Norwalk,33.8912308565,-118.063939661
424,CA,California,Oceanside,33.2136656249,-117.307997436
425,CA,California,Pleasanton,37.6656092171,-121.880775002
426,CA,California,Pasadena,34.1683336097,-118.076983051
427,CO,Colorado,Centennial,39.5881028003,-104.96750223
428,CA,California,Salinas,36.6701207424,-121.67760444
429,CA,California,San Marcos,33.134965986,-117.174363098
430,CA,California,Vista,33.2241242045,-117.235378312
431,CO,Colorado,Boulder,40.0299035473,-105.270609409
432,CA,California,Westminster,33.7647623327,-118.035777642
433,CA,California,San Bernardino,34.1320331249,-117.209931999
434,CT,Connecticut,Norwalk,41.0690444109,-73.4055659429
435,CA,California,San Ramon,37.7570354118,-121.952684864
436,CO,Colorado,Loveland,40.4165693758,-105.061758435
437,CA,California,Temecula,33.491766136,-117.089546095
438,CA,California,Torrance,33.8423054351,-118.359603916
439,CO,Colorado,Lakewood,39.6855786423,-105.143642133
440,FL,Florida,Deltona,28.8770985811,-81.1968488545
441,FL,Florida,Coral Springs,26.2340193767,-80.2451366966
442,IL,Illinois,Chicago,41.8101927028,-87.6228619229
443,FL,Florida,Largo,27.9125643302,-82.7547544278
444,FL,Florida,Palm Bay,27.9838255249,-80.6666722846
445,IL,Illinois,Bloomington,40.490079497,-89.0288161268
446,IL,Illinois,Arlington Heights,42.0608182331,-87.9982952951
447,IL,Illinois,Decatur,39.8365350546,-88.9960091773
448,GA,Georgia,Sandy Springs,33.9311536437,-84.3706420892
449,GA,Georgia,Atlanta,33.7359327006,-84.4538950609
450,FL,Florida,Tallahassee,30.458390845,-84.3049278521
451,FL,Florida,Fort Lauderdale,26.1557452601,-80.114535123
452,FL,Florida,Deerfield Beach,26.3113251298,-80.1335224842
453,FL,Florida,West Palm Beach,26.7126146934,-80.0873587852
454,HI,Hawaii,Honolulu,21.4063697265,-157.737441606
455,GA,Georgia,Columbus,32.452084288,-84.9818759304
456,GA,Georgia,Augusta,33.3673594056,-82.0945544821
457,FL,Florida,St. Petersburg,27.7863368787,-82.7061134162
458,GA,Georgia,Macon,32.8320417692,-83.6495823768
459,GA,Georgia,Warner Robins,32.5985113609,-83.6530271267
460,GA,Georgia,Roswell,34.0007526915,-84.280599651
461,GA,Georgia,Johns Creek,34.0396222919,-84.1903053549
462,MA,Massachusetts,Lawrence,42.7145360337,-71.1427884895
463,MA,Massachusetts,Fall River,41.7199826402,-71.1374812096
464,MA,Massachusetts,Springfield,42.0945847294,-72.5713676946
465,KS,Kansas,Lawrence,38.9599302924,-95.2628259088
466,IN,Indiana,South Bend,41.7235018199,-86.3175571779
467,IA,Iowa,Davenport,41.5557926876,-90.6051730163
468,IA,Iowa,Waterloo,42.4730349519,-92.3471794773
469,IN,Indiana,Indianapolis,39.7714837348,-86.1147361798
470,IN,Indiana,Carmel,39.9838790792,-86.130466478
471,MA,Massachusetts,Lynn,42.4695709949,-70.9863897964
472,MA,Massachusetts,New Bedford,41.6603614367,-70.9232559836
473,MI,Michigan,Dearborn,42.3182699723,-83.1776544881
474,IN,Indiana,Gary,41.5560260754,-87.3463489114
475,IL,Illinois,Springfield,39.7942887738,-89.6968038021
476,KS,Kansas,Overland Park,38.8872922575,-94.6872267067
477,KY,Kentucky,Lexington,38.0366984922,-84.4614784238
478,MD,Maryland,Baltimore,39.3077439774,-76.6256565781
479,MI,Michigan,Kalamazoo,42.2748756474,-85.588188576
480,MI,Michigan,Warren,42.4984987391,-83.0565629553
481,NJ,New Jersey,Newark,40.7260693449,-74.1752997118
482,NJ,New Jersey,Elizabeth,40.6664447729,-74.1938679138
483,MN,Minnesota,Plymouth,45.022462874,-93.4616016242
484,MA,Massachusetts,Lowell,42.6208008613,-71.3326972677
485,MA,Massachusetts,Somerville,42.3834701011,-71.0951296357
486,MS,Mississippi,Jackson,32.31627222,-90.2124528561
487,NM,New Mexico,Santa Fe,35.6863212635,-105.939904452
488,NY,New York,New Rochelle,40.919541865,-73.7953354267
489,MO,Missouri,St. Joseph,39.7714147025,-94.8521432975
490,MO,Missouri,O'Fallon,38.7852244161,-90.7176856736
491,NJ,New Jersey,Passaic,40.8433160074,-74.1254873661
492,NJ,New Jersey,Trenton,40.2070307854,-74.7466630592
493,NJ,New Jersey,Union City,40.7674606884,-74.032293507
494,NE,Nebraska,Lincoln,40.7994632075,-96.7368440908
495,NV,Nevada,Henderson,35.9937409643,-115.072527911
496,NY,New York,Mount Vernon,40.9136008569,-73.8291001676
497,NM,New Mexico,Las Cruces,32.3170339798,-106.809836666
498,NC,North Carolin,Jacksonville,34.7160656209,-77.4469501758
499,WA,Washington,Bellingham,48.749693985,-122.421041841
